CGD,ORF_ID,KEGG,Gene_Name,UNIPROT,Descripción1,Descripción2
C1_14550C_A,orf19.7272,CAALFM_C114550CA,orf19.7272,A0A1D8PFZ6,,Uncharacterized protein
C1_14560C_A,orf19.7274,CAALFM_C114560CA,orf19.7274,A0A1D8PFY7,,Reverse transcriptase domain-containing protein
C1_14580C_A,orf19.7277,CAALFM_C114580CA,orf19.7277,A0A1D8PG02,,#N/D
C1_14630C_A,orf19.7278,CAALFM_C114630CA,orf19.7278,A0A1D8PFZ5,,#N/D
CR_08830W_A,orf19.7279.1,CAALFM_CR08830WA,orf19.7279.1,-,,Uncharacterized protein
CR_08850W_A,orf19.7280,CAALFM_CR08850WA,orf19.7280,-,,#N/D
CR_08880C_A,orf19.7283,CAALFM_CR08880CA,orf19.7283,-,,Uncharacterized protein
CR_08900C_A,orf19.7285,CAALFM_CR08900CA,orf19.7285,-, Protein of unknown function,Cleavage polyadenylation factor subunit
CR_08920W_A,orf19.7288,CAALFM_CR08920WA,orf19.7288,-, Protein with predicted oxidoreductase and dehydrogenase domains,Uncharacterized protein
CR_07570W_A,orf19.729,CAALFM_CR07570WA,orf19.729,-,,Uncharacterized protein
CR_08930C_A,orf19.7290,CAALFM_CR08930CA,orf19.7290,-, Protein of unknown function,U6 snRNA-associated Sm-like protein LSm1
CR_08940W_A,orf19.7291,CAALFM_CR08940WA,orf19.7291,-, Protein of unknown function,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)
CR_08980C_A,orf19.7295,CAALFM_CR08980CA,orf19.7295,-,,Uncharacterized protein
CR_08990C_A,orf19.7296,CAALFM_CR08990CA,orf19.7296,-, Putative cation conductance protein,PHB domain-containing protein
CR_09010C_A,orf19.7297,CAALFM_CR09010CA,orf19.7297,-, Putative cystathionine gamma-synthase,Putative cystathionine beta-lyase
CR_09030C_A,orf19.7299.1,CAALFM_CR09030CA,orf19.7299.1,-,,#N/D
C6_04180W_A,orf19.73,CAALFM_C604180WA,orf19.73,A0A1D8PQC4, Putative metalloprotease,Aminopeptidase (EC 3.4.11.-)
CR_07190W_A,orf19.730,CAALFM_CR07190WA,orf19.730,-, Protein of unknown function,Uncharacterized protein
CR_09040W_A,orf19.7300,CAALFM_CR09040WA,orf19.7300,-,,Uncharacterized protein
CR_09050C_A,orf19.7301,CAALFM_CR09050CA,orf19.7301,-,,#N/D
CR_09060W_A,orf19.7303,CAALFM_CR09060WA,orf19.7303,-,,Uncharacterized protein
CR_09070C_A,orf19.7304,CAALFM_CR09070CA,orf19.7304,-, Protein of unknown function,Uncharacterized protein
CR_09090C_A,orf19.7305,CAALFM_CR09090CA,orf19.7305,-,,Uncharacterized protein
CR_09100C_A,orf19.7306,CAALFM_CR09100CA,orf19.7306,-, Aldo-keto reductase,Pyridoxine 4-dehydrogenase
CR_09110C_A,orf19.7307,CAALFM_CR09110CA,orf19.7307,-, Putative oxidoreductase,NADH-cytochrome b5 reductase (EC 1.6.2.2)
CR_09140C_A,orf19.7310,CAALFM_CR09140CA,orf19.7310,-, Protein with a role in directing meiotic recombination events to homologous chromatids,Uncharacterized protein
CR_09150W_A,orf19.7311,CAALFM_CR09150WA,orf19.7311,-,,Uncharacterized protein
CR_09190C_A,orf19.7316,CAALFM_CR09190CA,orf19.7316,-,,Uncharacterized protein
CR_07170W_A,orf19.732,CAALFM_CR07170WA,orf19.732,-,,Uncharacterized protein
CR_09230C_A,orf19.7321,CAALFM_CR09230CA,orf19.7321,-,,Striatin domain-containing protein
CR_09240C_A,orf19.7322,CAALFM_CR09240CA,orf19.7322,-, Protein of unknown function,Uncharacterized protein
CR_09310W_A,orf19.7326,CAALFM_CR09310WA,orf19.7326,-, Protein of unknown function,Protein-lysine N-methyltransferase
CR_09330C_A,orf19.7328,CAALFM_CR09330CA,orf19.7328,-, Protein with a Staphylococcal nuclease domain,Uncharacterized protein
CR_07160C_A,orf19.733,CAALFM_CR07160CA,orf19.733,-,,Uncharacterized protein
CR_09350C_A,orf19.7330,CAALFM_CR09350CA,orf19.7330,-,,TENA_THI-4 domain-containing protein
CR_09390C_A,orf19.7336,CAALFM_CR09390CA,orf19.7336,-,,MFS domain-containing protein
CR_09410W_A,orf19.7337,CAALFM_CR09410WA,orf19.7337,-,,Uncharacterized protein
CR_09430C_A,orf19.7340,CAALFM_CR09430CA,orf19.7340,-,,#N/D
CR_09440C_A,orf19.7341,CAALFM_CR09440CA,orf19.7341,-,,Uncharacterized protein
CR_09460C_A,orf19.7341.1,CAALFM_CR09460CA,orf19.7341.1,-,,Uncharacterized protein
CR_09480W_A,orf19.7343,CAALFM_CR09480WA,orf19.7343,-,,U4/U6-U5 snRNP complex subunit
CR_09490W_A,orf19.7344,CAALFM_CR09490WA,orf19.7344,-,,Uncharacterized protein
CR_09500C_A,orf19.7345,CAALFM_CR09500CA,orf19.7345,-, Protein of unknown function,Putative ATP-dependent kinase
C3_05680W_A,orf19.7347,CAALFM_C305680WA,orf19.7347,A0A1D8PKG7,,E2 ubiquitin-conjugating protein
C3_05670C_A,orf19.7348,CAALFM_C305670CA,orf19.7348,-,,#N/D
C3_05750C_A,orf19.7356,CAALFM_C305750CA,orf19.7356,A0A1D8PKA7,,Uncharacterized protein
C3_05760W_A,orf19.7357,CAALFM_C305760WA,orf19.7357,A0A1D8PKB0, Protein of unknown function,Phosphopantothenate--cysteine ligase
C3_05790C_A,orf19.7360,CAALFM_C305790CA,orf19.7360,-,,SAGA-associated factor 11
C3_05800W_A,orf19.7361,CAALFM_C305800WA,orf19.7361,A0A1D8PKA3,,tRNA splicing endonuclease subunit
C3_05840W_A,orf19.7364,CAALFM_C305840WA,orf19.7364,A0A1D8PKB7,,Uncharacterized protein
C3_05850W_A,orf19.7365,CAALFM_C305850WA,orf19.7365,-,,Protein FYV10
C3_05860C_A,orf19.7366,CAALFM_C305860CA,orf19.7366,A0A1D8PKB3,,25S rRNA (Uracil2634-N3)-methyltransferase
C3_05880C_A,orf19.7368,CAALFM_C305880CA,orf19.7368,A0A1D8PKD0, Protein of unknown function,Uncharacterized protein
C3_05900W_A,orf19.7370,CAALFM_C305900WA,orf19.7370,A0A1D8PKJ0,,Cationic amino acid transporter
C3_05940C_A,orf19.7375,CAALFM_C305940CA,orf19.7375,A0A1D8PKC7, Putative U1A component of the U1 snRNP, involved in splicing,Uncharacterized protein
C3_05950W_A,orf19.7376,CAALFM_C305950WA,orf19.7376,A0A1D8PKH6,,Uncharacterized protein
C3_05990C_A,orf19.7380,CAALFM_C305990CA,orf19.7380,A0A1D8PKD8,,RRM domain-containing protein
C3_06040W_A,orf19.7385,CAALFM_C306040WA,orf19.7385,A0A1D8PKD4,,Uncharacterized protein
C3_06050C_A,orf19.7386,CAALFM_C306050CA,orf19.7386,A0A1D8PKI6, Protein of unknown function,Uncharacterized protein
C3_06110C_A,orf19.7393,CAALFM_C306110CA,orf19.7393,A0A1D8PKE0, Predicted NAD+/NADH kinase,NADH/NAD(+) kinase
C3_06130W_A,orf19.7395,CAALFM_C306130WA,orf19.7395,-,,#N/D
C3_06140W_A,orf19.7396,CAALFM_C306140WA,orf19.7396,A0A1D8PKE3,,Uncharacterized protein
C3_06150W_A,orf19.7397,CAALFM_C306150WA,orf19.7397,A0A1D8PKE5,,C2H2-type domain-containing protein
C3_06160C_A,orf19.7397.1,CAALFM_C306160CA,orf19.7397.1,-, Predicted ORF identical to NSA2,Ribosome biogenesis protein C3_06160C_A
C3_06170C_A,orf19.7397.3,CAALFM_C306170CA,orf19.7397.3,A0A1D8PKF2,,Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)
C3_06390W_A,orf19.7398,CAALFM_C306390WA,orf19.7398,A0A1D8PKH8,,Uncharacterized protein (Fragment)
C3_06290W_A,orf19.7403,CAALFM_C306290WA,orf19.7403,A0A1D8PKG8,,Uncharacterized protein
C3_06280W_A,orf19.7404,CAALFM_C306280WA,orf19.7404,A0A1D8PKG0, Catabolic L-serine (L-threonine) deaminase,L-serine/L-threonine ammonia-lyase
C3_06270C_A,orf19.7405,CAALFM_C306270CA,orf19.7405,A0A1D8PKG1,,Uncharacterized protein
C3_06260C_A,orf19.7406,CAALFM_C306260CA,orf19.7406,A0A1D8PKK5,,Uncharacterized protein
C3_06240C_A,orf19.7409.1,CAALFM_C306240CA,orf19.7409.1,A0A1D8PKF3,,Mitochondrial 54S ribosomal protein YmL39
C4_05120C_A,orf19.741,CAALFM_C405120CA,orf19.741,-,,#N/D
C3_06350W_A,orf19.7420,CAALFM_C306350WA,orf19.7420,-,,Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)
C3_06370C_A,orf19.7422,CAALFM_C306370CA,orf19.7422,A0A1D8PKG5, Protein of unknown function,Uncharacterized protein
C3_06410C_A,orf19.7426,CAALFM_C306410CA,orf19.7426,A0A1D8PKN1,,Dolichyl-diphosphooligosaccharide--protein glycotransferase
C3_06420C_A,orf19.7427,CAALFM_C306420CA,orf19.7427,A0A1D8PKH1,,EamA domain-containing protein
C3_06440W_A,orf19.7433,CAALFM_C306440WA,orf19.7433,A0A1D8PKH4, Protein of unknown function,FG-nucleoporin
C3_06490W_A,orf19.7437,CAALFM_C306490WA,orf19.7437,A0A1D8PKI3, Putative protein of unknown function,Acetyltransferase
C3_06520C_A,orf19.7441,CAALFM_C306520CA,orf19.7441,A0A1D8PKQ4,,Brr6_like_C_C domain-containing protein
C3_06530W_A,orf19.7442,CAALFM_C306530WA,orf19.7442,A0A1D8PKI0,,UDG domain-containing protein
C3_06540C_A,orf19.7443,CAALFM_C306540CA,orf19.7443,A0A1D8PKK7, Protein of unknown function,Uncharacterized protein
C3_06550C_A,orf19.7444,CAALFM_C306550CA,orf19.7444,A0A1D8PKI4, Protein of unknown function,TFIIH complex subunit
C3_06560W_A,orf19.7445,CAALFM_C306560WA,orf19.7445,A0A1D8PKI1,,Glucose-induced degradation complex subunit
C3_06600C_A,orf19.7449,CAALFM_C306600CA,orf19.7449,-,,Protein DML1
C3_06610W_A,orf19.7450,CAALFM_C306610WA,orf19.7450,A0A1D8PKJ5, Protein of unknown function,Uncharacterized protein
C3_06630W_A,orf19.7452,CAALFM_C306630WA,orf19.7452,A0A1D8PKJ1,,#N/D
C3_06640W_A,orf19.7453,CAALFM_C306640WA,orf19.7453,A0A1D8PKL2,,Uncharacterized protein
C3_06660C_A,orf19.7455,CAALFM_C306660CA,orf19.7455,A0A1D8PKI7,,Uncharacterized protein
C3_06670C_A,orf19.7456,CAALFM_C306670CA,orf19.7456,A0A1D8PKN5,,Uncharacterized protein
C3_06680C_A,orf19.7457,CAALFM_C306680CA,orf19.7457,A0A1D8PKI9,,Uncharacterized protein
C3_06690C_A,orf19.7458,CAALFM_C306690CA,orf19.7458,A0A1D8PKK2,,Uncharacterized protein
C3_06700C_A,orf19.7459,CAALFM_C306700CA,orf19.7459,-, Putative mitochondrial protein with a predicted role in respiratory growth,Protein RMD9, mitochondrial
C4_05160C_A,orf19.746,CAALFM_C405160CA,orf19.746,A0A1D8PM89,,Uncharacterized protein
CR_00670C_A,orf19.7460,CAALFM_CR00670CA,orf19.7460,-, Putative 2'-O-methyltransferase with a predicted role in tRNA modification,tRNA:m4X modification enzyme
CR_00660W_A,orf19.7463,CAALFM_CR00660WA,orf19.7463,-,,Casein kinase 2 catalytic subunit
CR_00650W_A,orf19.7464,CAALFM_CR00650WA,orf19.7464,-,,Ltv1p
CR_00630W_A,orf19.7468,CAALFM_CR00630WA,orf19.7468,-,,Uncharacterized protein
CR_00600C_A,orf19.7473,CAALFM_CR00600CA,orf19.7473,-,,4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)
CR_00570W_A,orf19.7478,CAALFM_CR00570WA,orf19.7478,-, Protein of unknown function,Trans-hexaprenyltranstransferase
C4_05180C_A,orf19.748,CAALFM_C405180CA,orf19.748,A0A1D8PM92, Protein of unknown function,Nucleocytoplasmic transporter
CR_00550W_A,orf19.7480,CAALFM_CR00550WA,orf19.7480,-,,ATP-dependent RNA helicase DRS1 (EC 3.6.4.13)
CR_00530W_A,orf19.7482,CAALFM_CR00530WA,orf19.7482,-,,Uncharacterized protein
CR_00490W_A,orf19.7485,CAALFM_CR00490WA,orf19.7485,-, Putative mitochondrial ribosomal protein of the large subunit,Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)
CR_00470W_A,orf19.7487,CAALFM_CR00470WA,orf19.7487,-,,Reverse transcriptase domain-containing protein
CR_00460C_A,orf19.7488,CAALFM_CR00460CA,orf19.7488,-, Component of the SSU processome,SnoRNA-binding rRNA-processing protein
CR_00440C_A,orf19.7489,CAALFM_CR00440CA,orf19.7489,-, Protein of unknown function,Lrg1p
CR_00430C_A,orf19.7489.3,CAALFM_CR00430CA,orf19.7489.3,-, Protein of unknown function,Uncharacterized protein
CR_00420W_A,orf19.7490,CAALFM_CR00420WA,orf19.7490,-,,MFS domain-containing protein
CR_00390W_A,orf19.7494,CAALFM_CR00390WA,orf19.7494,-,,Mms22p
CR_00380W_A,orf19.7495,CAALFM_CR00380WA,orf19.7495,-,,Oxidored_FMN domain-containing protein
CR_00370W_A,orf19.7497,CAALFM_CR00370WA,orf19.7497,-, Protein of unknown function,Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 30 kDa subunit) (eIF-3 30 kDa)
CR_00350W_A,orf19.7499,CAALFM_CR00350WA,orf19.7499,-, Putative nicotinic acid mononucleotide adenylyltransferase, involved in NAD salvage pathway,Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1)
CR_00340C_A,orf19.7499.1,CAALFM_CR00340CA,orf19.7499.1,-,,Uncharacterized protein
C1_04940C_A,orf19.750,CAALFM_C104940CA,orf19.750,Q59VI3,,Uncharacterized protein
CR_00310C_A,orf19.7502,CAALFM_CR00310CA,orf19.7502,-, Protein of unknown function,Uncharacterized protein
CR_00290W_A,orf19.7504,CAALFM_CR00290WA,orf19.7504,-,,Uncharacterized protein
CR_00280C_A,orf19.7506,CAALFM_CR00280CA,orf19.7506,-,,Uncharacterized protein
CR_00270C_A,orf19.7507,CAALFM_CR00270CA,orf19.7507,-,,Aha1p
C1_04930C_A,orf19.751,CAALFM_C104930CA,orf19.751,Q59VI2,,F-box domain-containing protein
CR_00230W_A,orf19.7511,CAALFM_CR00230WA,orf19.7511,-, Protein of unknown function,Uncharacterized protein
CR_00220W_A,orf19.7512,CAALFM_CR00220WA,orf19.7512,-,,Uncharacterized protein
CR_00190W_A,orf19.7516,CAALFM_CR00190WA,orf19.7516,-,,Ngs1p
CR_00160C_A,orf19.7519,CAALFM_CR00160CA,orf19.7519,-,,Uncharacterized protein
C1_04910C_A,orf19.752,CAALFM_C104910CA,orf19.752,A0A1D8PDG0, Protein of unknown function,Methyltransf_11 domain-containing protein
CR_00130C_A,orf19.7522,CAALFM_CR00130CA,orf19.7522,-, Protein with a pyridoxal phosphate-dependent transferase domain,Aminotran_1_2 domain-containing protein
CR_00110W_A,orf19.7527,CAALFM_CR00110WA,orf19.7527,-,,Chitinase 3 (EC 3.2.1.14)
CR_00090C_A,orf19.7531,CAALFM_CR00090CA,orf19.7531,-, Protein of unknown function,NAD(P)-bd_dom domain-containing protein
CR_00060C_A,orf19.7538,CAALFM_CR00060CA,orf19.7538,-,,ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (rDNA recombination mutation protein 3)
CR_00040C_A,orf19.7539.1,CAALFM_CR00040CA,orf19.7539.1,-,,Uncharacterized protein
CR_00010C_A,orf19.7545,CAALFM_CR00010CA,orf19.7545,-,,Mss51p
CR_09740W_A,orf19.7546,CAALFM_CR09740WA,orf19.7546,-, Protein involved in rRNA processing,ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13)
CR_09750C_A,orf19.7547,CAALFM_CR09750CA,orf19.7547,-,,Phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase
CR_09800C_A,orf19.7552,CAALFM_CR09800CA,orf19.7552,-, Putative U3-containing small subunit processome complex protein,Uncharacterized protein
CR_09810W_A,orf19.7553,CAALFM_CR09810WA,orf19.7553,-,,MFS domain-containing protein
CR_09830W_A,orf19.7554,CAALFM_CR09830WA,orf19.7554,-,,Uncharacterized protein
CR_09820C_A,orf19.7555,CAALFM_CR09820CA,orf19.7555,-,,#N/D
CR_09840C_A,orf19.7556,CAALFM_CR09840CA,orf19.7556,-,,AA_permease domain-containing protein
CR_09920W_A,orf19.7566,CAALFM_CR09920WA,orf19.7566,-,,Uncharacterized protein
CR_09930W_A,orf19.7567,CAALFM_CR09930WA,orf19.7567,-,,Uncharacterized protein
CR_09940W_A,orf19.7568,CAALFM_CR09940WA,orf19.7568,-,,BTB domain-containing protein
C1_04860W_A,orf19.757,CAALFM_C104860WA,orf19.757,A0A1D8PDE5, Protein of unknown function,Uncharacterized protein
C1_04850C_A,orf19.757.1,CAALFM_C104850CA,orf19.757.1,-,,#N/D
CR_09990W_A,orf19.7574,CAALFM_CR09990WA,orf19.7574,-,,DNA_binding_1 domain-containing protein
CR_10000C_A,orf19.7576,CAALFM_CR10000CA,orf19.7576,-,,Uncharacterized protein
CR_10020C_A,orf19.7578,CAALFM_CR10020CA,orf19.7578,-, Protein of unknown function,Protein OS-9 homolog
C1_04840C_A,orf19.758,CAALFM_C104840CA,orf19.758,Q59VH5,,Uncharacterized protein
CR_10040W_A,orf19.7580,CAALFM_CR10040WA,orf19.7580,-, Protein of unknown function,U2 snRNP complex subunit
CR_10060W_A,orf19.7581,CAALFM_CR10060WA,orf19.7581,-,,Uncharacterized protein
CR_10120C_A,orf19.7588,CAALFM_CR10120CA,orf19.7588,-,,#N/D
CR_10130W_A,orf19.7589,CAALFM_CR10130WA,orf19.7589,-,,#N/D
CR_10140W_A,orf19.7590,CAALFM_CR10140WA,orf19.7590,-, Putative NADH-ubiquinone oxidoreductase,#N/D
CR_10170C_A,orf19.7593,CAALFM_CR10170CA,orf19.7593,-, Putative asparaginase,Uncharacterized protein
CR_10180W_A,orf19.7594,CAALFM_CR10180WA,orf19.7594,-, Protein of unknown function,Uncharacterized protein
CR_10190C_A,orf19.7595,CAALFM_CR10190CA,orf19.7595,-,,Uncharacterized protein
CR_10200W_A,orf19.7596,CAALFM_CR10200WA,orf19.7596,-,,#N/D
CR_10230W_A,orf19.7598,CAALFM_CR10230WA,orf19.7598,-,,#N/D
C1_04820C_A,orf19.760,CAALFM_C104820CA,orf19.760,Q59VH3,,Ribosomal protein
CR_10260W_A,orf19.7601,CAALFM_CR10260WA,orf19.7601,-,,#N/D
CR_10280W_A,orf19.7603,CAALFM_CR10280WA,orf19.7603,-, Protein with a predicted role in cytochrome c oxidase assembly,Uncharacterized protein
CR_10290C_A,orf19.7604,CAALFM_CR10290CA,orf19.7604,-, Protein of unknown function,Uncharacterized protein
CR_10310W_A,orf19.7606,CAALFM_CR10310WA,orf19.7606,-,,Uncharacterized protein
CR_10320W_A,orf19.7608,CAALFM_CR10320WA,orf19.7608,-,,#N/D
CR_10380C_A,orf19.7614,CAALFM_CR10380CA,orf19.7614,-,,Uncharacterized protein
CR_10390W_A,orf19.7615,CAALFM_CR10390WA,orf19.7615,-,,#N/D
CR_10400W_A,orf19.7617,CAALFM_CR10400WA,orf19.7617,-, Protein of unknown function,Peptide alpha-N-acetyltransferase complex A subunit
CR_10410C_A,orf19.7618,CAALFM_CR10410CA,orf19.7618,-, Putative nucleolar protein with a predicted role in pre-18S rRNA processing,Pre-rRNA-processing protein PNO1
CR_10420W_A,orf19.7619,CAALFM_CR10420WA,orf19.7619,-,,#N/D
C1_04800C_A,orf19.762,CAALFM_C104800CA,orf19.762,A0A1D8PDE1,,Uncharacterized protein
CR_10430C_A,orf19.7620,CAALFM_CR10430CA,orf19.7620,-,,#N/D
CR_10440W_A,orf19.7621,CAALFM_CR10440WA,orf19.7621,-,,Uncharacterized protein
CR_10470C_A,orf19.7624,CAALFM_CR10470CA,orf19.7624,-, Protein of unknown function,Protein BFR2
CR_10500C_A,orf19.7627,CAALFM_CR10500CA,orf19.7627,-, Protein of unknown function,Hydrolase_4 domain-containing protein
CR_10510W_A,orf19.7629,CAALFM_CR10510WA,orf19.7629,-,,Restriction of telomere capping protein 1
C1_04790W_A,orf19.763,CAALFM_C104790WA,orf19.763,Q59VH0, Small subunit of the heterodimeric cap binding complex,Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)
CR_10530W_A,orf19.7632,CAALFM_CR10530WA,orf19.7632,-,,#N/D
C1_04780C_A,orf19.764,CAALFM_C104780CA,orf19.764,A0A1D8PDD9, Protein of unknown function,Protein kinase domain-containing protein
CR_10590W_A,orf19.7642,CAALFM_CR10590WA,orf19.7642,-,,#N/D
CR_10600C_A,orf19.7643,CAALFM_CR10600CA,orf19.7643,-,,#N/D
CR_10610C_A,orf19.7644,CAALFM_CR10610CA,orf19.7644,-,,Anaphase promoting complex subunit 11
CR_10620C_A,orf19.7645,CAALFM_CR10620CA,orf19.7645,-, Biotin protein ligase,#N/D
CR_10630W_A,orf19.7646,CAALFM_CR10630WA,orf19.7646,-,,#N/D
CR_10640W_A,orf19.7648,CAALFM_CR10640WA,orf19.7648,-,,#N/D
CR_10730C_A,orf19.7662,CAALFM_CR10730CA,orf19.7662,-, Protein of unknown function,CID domain-containing protein
CR_10740W_A,orf19.7663,CAALFM_CR10740WA,orf19.7663,-, Protein of unknown function,Csm1 domain-containing protein
CR_10750C_A,orf19.7664,CAALFM_CR10750CA,orf19.7664,-,,#N/D
CR_10760C_A,orf19.7665,CAALFM_CR10760CA,orf19.7665,-,,#N/D
CR_10770W_A,orf19.7666,CAALFM_CR10770WA,orf19.7666,-,,#N/D
CR_10800C_A,orf19.7670,CAALFM_CR10800CA,orf19.7670,-,,#N/D
CR_10810C_A,orf19.7672,CAALFM_CR10810CA,orf19.7672,-, Protein of unknown function,Derlin
CR_10820W_A,orf19.7673,CAALFM_CR10820WA,orf19.7673,-, Protein of unknown function,Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)
CR_10830C_A,orf19.7675,CAALFM_CR10830CA,orf19.7675,-, Mitochondrial ribosomal protein of the large subunit,Mitochondrial 54S ribosomal protein YmL25
C6_04150W_A,orf19.77.1,CAALFM_C604150WA,orf19.77.1,A0A1D8PQC3,,Uncharacterized protein
C1_04720W_A,orf19.772.1,CAALFM_C104720WA,orf19.772.1,A0A1D8PDD0,,Uncharacterized protein
C1_04710C_A,orf19.773,CAALFM_C104710CA,orf19.773,-, Protein similar to S. cerevisiae Rsa3 predicted nucleolar protein involved in maturation of pre-60S ribosomal particles,Ribosome assembly protein 3
C1_04700C_A,orf19.775,CAALFM_C104700CA,orf19.775,A0A1D8PDD4,,Peptide hydrolase (EC 3.4.-.-)
C1_04640W_A,orf19.782,CAALFM_C104640WA,orf19.782,A0A1D8PDD7, Protein of unknown function,Triacylglycerol lipase
C1_04630C_A,orf19.783,CAALFM_C104630CA,orf19.783,A0A1D8PDD2,,Phospholipid-transporting ATPase (EC 7.6.2.1)
C4_03950C_A,orf19.787,CAALFM_C403950CA,orf19.787,Q5AHK9,,Uncharacterized protein
C4_03960W_A,orf19.787.1,CAALFM_C403960WA,orf19.787.1,A0A1D8PLZ2,,Uncharacterized protein
C4_03930C_A,orf19.789.1,CAALFM_C403930CA,orf19.789.1,A0A1D8PLY2,,RNA-binding signal recognition particle subunit
C2_04280W_A,orf19.792,CAALFM_C204280WA,orf19.792,A0A1D8PH46, Protein of unknown function,Protein kinase domain-containing protein
CR_07110C_A,orf19.8,CAALFM_CR07110CA,orf19.8,-,,Uncharacterized protein
C2_04180C_A,orf19.804,CAALFM_C204180CA,orf19.804,A0A1D8PH37,,Uncharacterized protein
C2_04170C_A,orf19.804.1,CAALFM_C204170CA,orf19.804.1,A0A1D8PH39,,Uncharacterized protein
C2_04160W_A,orf19.805,CAALFM_C204160WA,orf19.805,Q5AHJ1, Putative protein of unknown function,Uncharacterized protein
C2_04130W_A,orf19.808,CAALFM_C204130WA,orf19.808,A0A1D8PH30, Protein of unknown function,Rpd3L histone deacetylase complex subunit
C2_04120C_A,orf19.809,CAALFM_C204120CA,orf19.809,-, Protein of unknown function,Nucleolar protein 12
C2_06660W_A,orf19.81,CAALFM_C206660WA,orf19.81,A0A1D8PHQ0, Protein of unknown function,Exosome non-catalytic core subunit
C2_04110W_A,orf19.810,CAALFM_C204110WA,orf19.810,A0A1D8PH33,,Uncharacterized protein
C2_04100W_A,orf19.811,CAALFM_C204100WA,orf19.811,A0A1D8PH25,,Uncharacterized protein (Fragment)
C2_04090W_A,orf19.812,CAALFM_C204090WA,orf19.812,A0A1D8PH41,,Uncharacterized protein
C2_04080W_A,orf19.813,CAALFM_C204080WA,orf19.813,Q5AHI3,,Uncharacterized protein
C2_04000C_A,orf19.823,CAALFM_C204000CA,orf19.823,Q5AHH3,,Uncharacterized protein
C2_03970W_A,orf19.827,CAALFM_C203970WA,orf19.827,A0A1D8PH07,,Uncharacterized protein
C1_11410C_A,orf19.8278,CAALFM_C111410CA,orf19.8278,A0A1D8PF40,,Uncharacterized protein
C2_03950W_A,orf19.828,CAALFM_C203950WA,orf19.828,Q5AHG8, Putative ribosomal protein, large subunit, mitochondrial precursor,Mitochondrial 54S ribosomal protein YmL24/YmL14
C2_03910C_A,orf19.834,CAALFM_C203910CA,orf19.834,A0A1D8PH01,,alpha-1,2-Mannosidase (EC 3.2.1.-)
C2_03900C_A,orf19.835,CAALFM_C203900CA,orf19.835,A0A1D8PGZ6, Protein of unknown function,Uncharacterized protein
C2_03890W_A,orf19.836,CAALFM_C203890WA,orf19.836,A0A1D8PGZ4,,Uncharacterized protein
C2_03880C_A,orf19.836.1,CAALFM_C203880CA,orf19.836.1,A0A1D8PH20,,Small nuclear ribonucleoprotein G (snRNP-G)
C2_03830W_A,orf19.839,CAALFM_C203830WA,orf19.839,A0A1D8PGY1, Putative endoribonuclease,Diphthine--ammonia ligase
C2_03800C_A,orf19.841,CAALFM_C203800CA,orf19.841,A0A1D8PGY6, Protein of unknown function,CASP_C domain-containing protein
